gene,old_mean_log1p_CP10K,new_mean_log1p_CP10K,delta_new_minus_old,old_total,new_total,abs_delta
VDAC2,1.1823233,0.9810935,-0.20122981,3034.0,3633.0,0.20122981
KRT19,1.4316566,1.6318417,0.20018506,5289.0,10452.0,0.20018506
TPP1,0.20819587,0.008052363,-0.2001435,353.0,26.0,0.2001435
HLA-B,0.20005585,0.0,-0.20005585,367.0,0.0,0.20005585
COX7C,2.8228056,3.0221767,0.1993711,17578.0,34418.0,0.1993711
MRPS17,0.2122547,0.013757596,-0.1984971,356.0,52.0,0.1984971
GPAA1,0.29964522,0.1014105,-0.1982347,559.0,311.0,0.1982347
FCGRT,1.6955472,1.8929702,0.19742298,6539.0,16287.0,0.19742298
UTP4,0.2107256,0.013806949,-0.19691865,365.0,33.0,0.19691865
CHCHD2,2.1362867,2.3330383,0.1967516,9081.0,17215.0,0.1967516
DHRS7B,0.20382649,0.0074902535,-0.19633624,323.0,13.0,0.19633624
APOA1,1.7573541,1.9532295,0.1958754,8379.0,10554.0,0.1958754
GOSR2,0.19775243,0.0022831785,-0.19546925,338.0,10.0,0.19546925
ESPN,0.26814443,0.07277471,-0.19536972,480.0,175.0,0.19536972
PVR,0.20879945,0.01348475,-0.1953147,363.0,31.0,0.1953147
COPE,0.96854764,1.1634673,0.19491965,2202.0,4903.0,0.19491965
LEPROTL1,0.25063643,0.057204954,-0.19343147,441.0,178.0,0.19343147
FOXP1,0.7393075,0.54636794,-0.19293958,1564.0,1561.0,0.19293958
PPDPF,2.069699,2.2621803,0.19248128,8617.0,16443.0,0.19248128
NAA10,0.42054537,0.22858702,-0.19195835,816.0,760.0,0.19195835
NUDT4,0.33764187,0.14659235,-0.19104952,607.0,360.0,0.19104952
MT-CO1,4.874512,5.065029,0.19051695,156552.0,273145.0,0.19051695
CKB,1.5027587,1.6932195,0.1904608,6131.0,10218.0,0.1904608
CD59,0.1938321,0.0034812533,-0.19035085,306.0,11.0,0.19035085
RDH11,0.19043256,0.00019372495,-0.19023883,326.0,1.0,0.19023883
PTRH2,0.20080376,0.010614207,-0.19018956,334.0,38.0,0.19018956
NUCKS1,1.191893,1.3820366,0.19014359,3093.0,6484.0,0.19014359
HPS4,0.21841094,0.028496979,-0.18991396,353.0,74.0,0.18991396
QPRT,0.987972,1.1778555,0.18988347,2300.0,4710.0,0.18988347
P4HB,1.4229434,1.6121931,0.18924975,4374.0,9861.0,0.18924975
RPL7,4.617714,4.4293294,-0.18838453,114138.0,148689.0,0.18838453
CLDN4,1.5139406,1.701078,0.18713748,5684.0,12626.0,0.18713748
TOMM5,0.31152272,0.12445617,-0.18706656,593.0,422.0,0.18706656
FILIP1L,0.19084448,0.0046815868,-0.18616289,315.0,11.0,0.18616289
EIF3M,1.3286166,1.5146725,0.1860559,3760.0,7676.0,0.1860559
RPL37,3.9985445,4.184462,0.18591762,61434.0,123530.0,0.18591762
ATP5MC3,1.9651282,2.1492481,0.18411994,8052.0,15269.0,0.18411994
UQCRB,2.1822357,2.3663244,0.1840887,8758.0,16415.0,0.1840887
CDK4,1.1806445,1.3641229,0.18347836,3098.0,5977.0,0.18347836
BDH2,0.39563462,0.21217276,-0.18346186,710.0,649.0,0.18346186
RPL22L1,1.3544111,1.5374916,0.18308043,4011.0,7619.0,0.18308043
RPS13,3.8833418,4.065904,0.18256235,53775.0,91594.0,0.18256235
CIAO1,0.23641986,0.4186458,0.18222594,396.0,1237.0,0.18222594
RPS7,4.0534277,4.2355247,0.18209696,63899.0,111716.0,0.18209696
SP3,0.19443545,0.012442226,-0.18199322,321.0,34.0,0.18199322
FOXP4-AS1,0.2539293,0.0720727,-0.18185659,429.0,204.0,0.18185659
RTRAF,1.3614368,1.5431316,0.18169475,3703.0,7064.0,0.18169475
CCNI,1.3347859,1.5153625,0.18057656,3996.0,8411.0,0.18057656
EIF3J,0.7252996,0.5448017,-0.18049788,1591.0,2173.0,0.18049788
PPP1R8,0.22212109,0.042119388,-0.1800017,382.0,119.0,0.1800017
GALT,0.18048696,0.00073028734,-0.17975667,298.0,2.0,0.17975667
ZNF397,0.18502223,0.005390875,-0.17963135,315.0,13.0,0.17963135
MDH2,1.2745003,1.453938,0.17943776,3492.0,6861.0,0.17943776
RPSA,3.4963162,3.6754007,0.17908454,37758.0,69428.0,0.17908454
PARL,0.3160187,0.13728194,-0.17873676,547.0,444.0,0.17873676
NDUFS6,0.93821424,1.116927,0.17871279,2220.0,5303.0,0.17871279
ATP5PD,1.0245562,1.2030975,0.1785413,2422.0,5296.0,0.1785413
SDHC,0.94641215,0.7681598,-0.17825234,2114.0,2488.0,0.17825234
TCEA1,0.62731737,0.4492851,-0.17803228,1196.0,1292.0,0.17803228
RPL13,4.987608,5.1656156,0.1780076,158178.0,281072.0,0.1780076
WLS,0.2389055,0.06092674,-0.17797877,431.0,205.0,0.17797877
RPS15A,4.4759803,4.653444,0.17746353,94798.0,176178.0,0.17746353
BZW1,0.51108956,0.33388942,-0.17720014,1032.0,1144.0,0.17720014
COMT,1.0635732,1.2404593,0.17688608,2495.0,5453.0,0.17688608
SRP14,2.0778234,2.254578,0.17675471,8164.0,16043.0,0.17675471
ERP29,1.1489204,1.3248007,0.17588031,2783.0,5782.0,0.17588031
CDKN1C,0.17755829,0.0017058874,-0.1758524,298.0,5.0,0.1758524
TRIM13,0.17543067,0.00032757595,-0.1751031,293.0,1.0,0.1751031
SAMD5,0.17922486,0.0041853576,-0.1750395,300.0,11.0,0.1750395
MANSC1,0.17498754,0.0,-0.17498754,302.0,0.0,0.17498754
PTMA,3.8378303,3.6635067,-0.17432356,51892.0,74620.0,0.17432356
HMGCS2,1.489101,1.6633258,0.17422473,4737.0,9272.0,0.17422473
COL3A1,0.17392904,0.0,-0.17392904,316.0,0.0,0.17392904
DBI,1.5756227,1.7495345,0.17391181,5206.0,10752.0,0.17391181
SPINK1,2.2236547,2.3969946,0.17333984,11407.0,25546.0,0.17333984
HEXA,0.32416564,0.15192321,-0.17224243,549.0,422.0,0.17224243
CCT6A,0.97308505,1.1452907,0.17220569,2304.0,4684.0,0.17220569
HSP90B1,2.000169,1.8283426,-0.17182648,8386.0,11241.0,0.17182648
FABP1,1.5321164,1.7035218,0.17140543,6572.0,13553.0,0.17140543
UBXN4,0.9685731,1.1399417,0.1713686,2175.0,4821.0,0.1713686
BEX3,1.6263217,1.797643,0.17132127,5125.0,9277.0,0.17132127
MTERF4,0.22646193,0.05548562,-0.17097631,377.0,176.0,0.17097631
CALR,1.2604203,1.431384,0.17096364,3828.0,8448.0,0.17096364
MDK,1.0621198,1.2325878,0.17046797,2778.0,4562.0,0.17046797
HMGB1,2.1979651,2.0275881,-0.17037702,9933.0,13368.0,0.17037702
RBP1,0.8798202,1.0497882,0.16996801,2199.0,4668.0,0.16996801
NDUFAB1,1.1234742,1.2933931,0.1699189,2720.0,5507.0,0.1699189
GCHFR,0.9354588,1.1053135,0.16985476,2236.0,4866.0,0.16985476
LINC02381,0.17238349,0.0029346356,-0.16944885,319.0,4.0,0.16944885
SNAPC3,0.1967473,0.027308514,-0.1694388,307.0,66.0,0.1694388
STX16,0.16981642,0.0008494553,-0.16896696,282.0,3.0,0.16896696
IGBP1,0.9547633,1.1231579,0.16839457,2255.0,4563.0,0.16839457
PPA1,1.3910425,1.5589023,0.1678598,4083.0,7827.0,0.1678598
ATOX1,0.9534272,1.1203014,0.16687417,2138.0,4265.0,0.16687417
MPST,1.1083329,1.2751508,0.1668179,2716.0,5093.0,0.1668179
FUBP1,0.37532833,0.20865443,-0.1666739,659.0,506.0,0.1666739
SMOC2,0.20825294,0.04213733,-0.16611561,415.0,95.0,0.16611561
ALDH3A2,0.33074299,0.16526198,-0.165481,602.0,512.0,0.165481
SLC25A5,1.7435176,1.9089692,0.16545153,6332.0,12013.0,0.16545153
HSPA5,1.4263935,1.5910821,0.16468859,5489.0,13240.0,0.16468859
UBL5,1.3713906,1.5357991,0.16440856,3894.0,8219.0,0.16440856
NAA60,0.17268744,0.009352177,-0.16333526,290.0,18.0,0.16333526
PTRHD1,0.8749198,1.0376704,0.1627506,1941.0,3805.0,0.1627506
ANKRD46,0.16381954,0.0012516791,-0.16256785,264.0,7.0,0.16256785
UBE2A,0.24336134,0.080920026,-0.16244131,429.0,228.0,0.16244131
SORBS2,0.29996336,0.13753851,-0.16242485,555.0,396.0,0.16242485
HNRNPUL2,0.16890813,0.0066877925,-0.16222034,275.0,17.0,0.16222034
EEF1G,0.21257922,0.050716802,-0.16186242,400.0,87.0,0.16186242
RPS3,4.786596,4.9482903,0.16169453,131194.0,223892.0,0.16169453
TUBA1B,1.5991669,1.7608331,0.16166627,6972.0,13123.0,0.16166627
ANXA2,1.5910584,1.7524322,0.16137385,6016.0,13826.0,0.16137385
ATPAF2,0.17378098,0.012486569,-0.16129442,289.0,41.0,0.16129442
C15orf40,0.25994533,0.098659754,-0.16128558,444.0,254.0,0.16128558
NDUFA1,1.182367,1.3434834,0.16111648,3010.0,6402.0,0.16111648
TECR,1.1552131,0.99414545,-0.16106766,2899.0,4434.0,0.16106766
UFC1,0.9364185,1.097375,0.16095656,2085.0,4168.0,0.16095656
RBM3,1.2017549,1.3626672,0.16091228,3184.0,5476.0,0.16091228
LPCAT4,0.16079766,0.0,-0.16079766,276.0,0.0,0.16079766
NDUFS4,0.85191566,1.0122269,0.16031128,1904.0,3840.0,0.16031128
NCL,1.7560416,1.9161344,0.16009271,6236.0,12181.0,0.16009271
PACSIN2,0.16851516,0.008832681,-0.15968248,277.0,33.0,0.15968248
UBE2F,0.19152226,0.03217519,-0.15934706,327.0,115.0,0.15934706
SMIM24,1.3436391,1.5027936,0.15915442,3856.0,8485.0,0.15915442
ABHD14A,0.2780509,0.11926777,-0.15878314,473.0,231.0,0.15878314
CLDN3,1.6097764,1.7684642,0.15868783,5272.0,9716.0,0.15868783
EPM2AIP1,0.16922982,0.010810318,-0.1584195,273.0,26.0,0.1584195
PTS,0.21022916,0.05209094,-0.15813822,350.0,141.0,0.15813822
MAIP1,0.20341647,0.045294262,-0.15812221,337.0,135.0,0.15812221
PSMA6,0.16206332,0.0044182483,-0.15764506,306.0,12.0,0.15764506
MMP24OS,0.16337933,0.0060456875,-0.15733364,291.0,13.0,0.15733364
ERRFI1,0.16083339,0.003564892,-0.1572685,302.0,15.0,0.1572685
TKT,1.4041424,1.5612429,0.15710056,4128.0,7810.0,0.15710056
S100A14,1.0958234,1.252888,0.15706456,3029.0,6925.0,0.15706456
YWHAZ,1.0249581,0.8678963,-0.15706182,2529.0,3407.0,0.15706182
MT2A,1.8775429,2.0345714,0.15702856,12614.0,25993.0,0.15702856
PLCG2,0.1602174,0.0034800805,-0.15673733,332.0,5.0,0.15673733
RPL31,4.2466707,4.403216,0.15654516,73893.0,133123.0,0.15654516
ACP1,1.010247,1.1667514,0.1565044,2353.0,4650.0,0.1565044
XIST,0.2092882,0.052810766,-0.15647742,603.0,172.0,0.15647742
MLXIP,0.24539503,0.088944085,-0.15645096,433.0,183.0,0.15645096
CCT4,1.138348,1.2946846,0.15633667,2893.0,6072.0,0.15633667
MT-ND1,3.1703744,3.3259606,0.15558624,29865.0,49427.0,0.15558624
RPP38,0.24921721,0.093800284,-0.15541694,422.0,286.0,0.15541694
OST4,1.6879965,1.842362,0.15436554,5711.0,11408.0,0.15436554
AP2M1,0.8826812,1.0366188,0.15393764,1944.0,4080.0,0.15393764
IL32,0.15595911,0.0026382126,-0.15332091,280.0,10.0,0.15332091
CHD2,0.2619873,0.41530284,0.15331554,443.0,1044.0,0.15331554
OXA1L,0.8061385,0.95912474,0.15298623,1785.0,3496.0,0.15298623
FEN1,0.15379454,0.0019063965,-0.15188815,306.0,4.0,0.15188815
RPL14,4.0180044,4.1698313,0.15182686,59471.0,102734.0,0.15182686
POLR2M,0.15450053,0.0032767165,-0.15122381,246.0,6.0,0.15122381
PTPA,0.1551319,0.00442627,-0.15070564,250.0,15.0,0.15070564
SORD,0.4229783,0.27341565,-0.14956266,785.0,860.0,0.14956266
POLR3E,0.1482009,0.0,-0.1482009,244.0,0.0,0.1482009
LSM4,1.0688754,1.2169027,0.1480273,2644.0,5028.0,0.1480273
CALM1,1.4959065,1.6438806,0.14797413,4651.0,8831.0,0.14797413
ANAPC11,0.90797675,1.0558221,0.14784539,2017.0,4021.0,0.14784539
C15orf48,0.18363602,0.035815027,-0.147821,445.0,144.0,0.147821
ATP6V1F,0.7406193,0.8880952,0.1474759,1536.0,3200.0,0.1474759
SERPINB6,1.0965499,1.2433606,0.14681077,2924.0,6136.0,0.14681077
NPM3,0.7144571,0.8611836,0.14672649,1493.0,3052.0,0.14672649
RPL37A,4.235469,4.381884,0.14641523,78445.0,156548.0,0.14641523
TTC14,0.23337728,0.08720432,-0.14617296,406.0,263.0,0.14617296
MRFAP1,0.8301303,0.9749186,0.14478832,1780.0,3726.0,0.14478832
PRRC2C,0.78920645,0.9333478,0.14414138,1674.0,3427.0,0.14414138
ELF3,1.8137158,1.6703959,-0.14331996,7657.0,13055.0,0.14331996
RNF149,0.18995515,0.047713667,-0.14224148,321.0,85.0,0.14224148
MED13L,0.15832312,0.016438695,-0.14188443,258.0,38.0,0.14188443
MT1E,1.8968682,2.0383153,0.14144707,12043.0,24383.0,0.14144707
ATP5MC2,2.6418476,2.5004776,-0.14137006,15042.0,22605.0,0.14137006
AMN,0.47194126,0.3306537,-0.14128757,932.0,515.0,0.14128757
EIF4EBP1,0.72228956,0.86343664,0.14114708,1551.0,3209.0,0.14114708
RNASET2,0.5890267,0.44792506,-0.14110163,1159.0,1634.0,0.14110163
CHERP,0.1463561,0.005336318,-0.14101979,242.0,8.0,0.14101979
TACO1,0.16137417,0.020430032,-0.14094414,269.0,54.0,0.14094414
LUC7L3,0.8170687,0.95764405,0.14057535,1745.0,3724.0,0.14057535
TMED9,0.82732123,0.9677581,0.14043689,1812.0,3889.0,0.14043689
MIR4458HG,0.24001314,0.099783994,-0.14022914,425.0,281.0,0.14022914
ELOB,1.5055199,1.6456985,0.14017868,4455.0,8891.0,0.14017868
RPL23,3.396082,3.5362356,0.14015365,32389.0,60708.0,0.14015365
SNUPN,0.1680882,0.02801461,-0.14007358,281.0,83.0,0.14007358
PDCD5,0.9680347,1.1077085,0.13967377,2231.0,4798.0,0.13967377
SH3BGRL3,0.763899,0.903125,0.13922596,1626.0,3773.0,0.13922596
RACK1,3.9774027,4.116617,0.13921452,59437.0,97269.0,0.13921452
IL2RG,0.14221261,0.0030330967,-0.13917951,255.0,18.0,0.13917951
EEF2,2.7758007,2.9148912,0.13909054,17617.0,27875.0,0.13909054
CCDC43,0.25672174,0.11769393,-0.1390278,454.0,368.0,0.1390278
HSP90AA1,2.6773763,2.816253,0.13887668,19264.0,39608.0,0.13887668
RPL4,3.286873,3.4257178,0.13884473,29944.0,47438.0,0.13884473
FIP1L1,0.32361633,0.18512101,-0.13849531,540.0,523.0,0.13849531
FAM120AOS,0.17751984,0.0390873,-0.13843255,294.0,93.0,0.13843255
DCTPP1,0.73759216,0.87577075,0.13817859,1693.0,3683.0,0.13817859
TUBB4B,1.0282198,1.1663864,0.13816655,3229.0,7971.0,0.13816655
TRAPPC2B,0.14199942,0.0038895933,-0.13810983,215.0,12.0,0.13810983
SELENON,0.13800499,0.0,-0.13800499,215.0,0.0,0.13800499
DNASE1,0.36903855,0.23163685,-0.1374017,687.0,771.0,0.1374017
SNRPB2,1.0284355,1.1654389,0.13700342,2399.0,5142.0,0.13700342
APTX,0.17101882,0.03407492,-0.1369439,291.0,86.0,0.1369439
QRICH1,0.13688035,0.0,-0.13688035,228.0,0.0,0.13688035
ATP6V1G1,1.1053846,1.2421752,0.13679063,2655.0,4871.0,0.13679063
RFT1,0.14809681,0.0113243945,-0.13677242,250.0,42.0,0.13677242
RBP2,1.0343515,1.1710961,0.13674462,3895.0,9429.0,0.13674462
PLP2,0.8223504,0.9589408,0.13659042,1968.0,4825.0,0.13659042
PET100,0.51794946,0.38150007,-0.1364494,985.0,1205.0,0.1364494
ATRAID,0.8341807,0.970602,0.13642126,1782.0,3638.0,0.13642126
ARMC6,0.14088884,0.0045100767,-0.13637877,232.0,20.0,0.13637877
EMG1,0.36127853,0.22519685,-0.13608168,623.0,692.0,0.13608168
STX18,0.15207364,0.0163044,-0.13576923,250.0,35.0,0.13576923
PHGR1,1.5207517,1.6551986,0.13444686,6345.0,15081.0,0.13444686
MRPL22,0.61626196,0.75058097,0.134319,1157.0,2542.0,0.134319
USH1C,0.6657496,0.80006564,0.13431603,1366.0,3158.0,0.13431603
NPNT,0.16011196,0.025854666,-0.1342573,287.0,82.0,0.1342573
KRT8,2.73134,2.8655632,0.13422322,19635.0,41489.0,0.13422322
FKBP3,0.73763645,0.87162364,0.13398719,1523.0,3112.0,0.13398719
BTF3,3.0163915,3.150355,0.13396358,22929.0,38469.0,0.13396358
HGS,0.14335379,0.00940544,-0.13394836,227.0,20.0,0.13394836
CYB561D2,0.13423064,0.0004107899,-0.13381985,230.0,2.0,0.13381985
PDIA3,1.5219407,1.6556643,0.13372362,4904.0,9424.0,0.13372362
ESF1,0.5498164,0.683464,0.13364756,1011.0,2245.0,0.13364756
RPS10,2.701648,2.5682101,-0.13343787,19796.0,26143.0,0.13343787
SLC39A3,0.13381529,0.0009165755,-0.13289872,221.0,3.0,0.13289872
APIP,0.20268162,0.069785625,-0.13289599,330.0,195.0,0.13289599
TMEM176B,0.7419299,0.8747069,0.13277704,1591.0,3726.0,0.13277704
RAB28,0.13814114,0.0054207826,-0.13272035,230.0,17.0,0.13272035
ABCD4,0.41255912,0.2798995,-0.13265961,709.0,679.0,0.13265961
MRPS33,0.89443254,1.0269321,0.13249958,1982.0,4047.0,0.13249958
DDIT4,0.7060051,0.57386243,-0.13214266,1575.0,1968.0,0.13214266
ROGDI,0.13249922,0.0014011768,-0.13109805,216.0,6.0,0.13109805
RPS27L,1.2949868,1.1639309,-0.13105595,3465.0,4623.0,0.13105595
PPP2CB,0.13513263,0.004098352,-0.13103427,228.0,7.0,0.13103427
ARRDC1,0.22217225,0.09119433,-0.13097791,399.0,309.0,0.13097791
RYBP,0.1308569,0.0,-0.1308569,226.0,0.0,0.1308569
C4orf3,1.086214,1.2169378,0.13072383,2711.0,5300.0,0.13072383
HPN,0.75997895,0.8906466,0.13066763,1623.0,3095.0,0.13066763
S100A6,1.3166116,1.4471614,0.13054979,5030.0,12262.0,0.13054979
ABHD12,0.15690373,0.026502771,-0.13040096,243.0,51.0,0.13040096
ZHX1,0.13286807,0.0026059814,-0.13026209,208.0,8.0,0.13026209
FPGS,0.14793946,0.018295383,-0.12964408,247.0,42.0,0.12964408
TXNL1,0.81631285,0.94588554,0.12957269,1739.0,3377.0,0.12957269
SLC43A2,0.13123119,0.0017132022,-0.12951799,207.0,5.0,0.12951799
SNRNP35,0.14396234,0.014540505,-0.12942183,239.0,39.0,0.12942183
EID1,0.94366777,1.072992,0.1293242,2113.0,4244.0,0.1293242
ABHD5,0.17706843,0.047746312,-0.12932211,297.0,132.0,0.12932211
GTF3A,0.6711761,0.8000856,0.12890953,1419.0,3110.0,0.12890953
B4GALT1,0.13491012,0.0061559384,-0.12875418,235.0,18.0,0.12875418
NDUFS2,0.71811134,0.84673864,0.1286273,1477.0,2945.0,0.1286273
PGRMC1,0.9743309,1.1029232,0.12859225,2289.0,4736.0,0.12859225
APOBEC3C,0.13068251,0.00211454,-0.12856798,215.0,7.0,0.12856798
ANXA13,1.4673843,1.5958141,0.12842977,5341.0,11715.0,0.12842977
RMI2,0.12758544,0.0,-0.12758544,226.0,0.0,0.12758544
AZI2,0.17448522,0.047149107,-0.12733611,292.0,116.0,0.12733611
TSPAN3,1.0901983,1.2175255,0.1273272,2689.0,4493.0,0.1273272
CREB1,0.21535519,0.088258564,-0.12709662,372.0,243.0,0.12709662
ATP5PO,1.8325728,1.9593773,0.12680447,6618.0,11407.0,0.12680447
CYP2W1,0.8384955,0.9651914,0.12669593,1966.0,4181.0,0.12669593
NIT1,0.16813278,0.04193696,-0.12619582,282.0,80.0,0.12619582
COX15,0.13261406,0.0071275975,-0.12548646,219.0,26.0,0.12548646
PTPN3,0.159213,0.03398776,-0.12522525,265.0,99.0,0.12522525
EXOSC7,0.34748846,0.22226922,-0.12521924,600.0,584.0,0.12521924
ITM2C,1.0397079,1.1649095,0.12520158,2737.0,5535.0,0.12520158
SAT2,0.7290714,0.8541575,0.12508613,1515.0,3194.0,0.12508613
GPR108,0.20299394,0.07794048,-0.12505347,337.0,234.0,0.12505347
LXN,0.19355623,0.0685497,-0.12500653,332.0,217.0,0.12500653
OAT,1.605164,1.7300464,0.12488234,5903.0,12146.0,0.12488234
FAM177A1,0.4273689,0.30281228,-0.12455663,807.0,1032.0,0.12455663
ASPH,0.23971257,0.115289964,-0.1244226,412.0,294.0,0.1244226
TTF1,0.16379663,0.039398942,-0.124397695,261.0,105.0,0.124397695
XRCC5,0.89950895,1.0238225,0.12431359,2033.0,4074.0,0.12431359
ARF1,1.2119056,1.3358538,0.12394822,3123.0,5693.0,0.12394822
FLRT3,0.27147368,0.14767441,-0.123799264,453.0,378.0,0.123799264
PARP1,0.69239956,0.81612635,0.123726785,1393.0,2789.0,0.123726785
PRSS23,0.13143122,0.007753271,-0.123677954,235.0,10.0,0.123677954
ZNF721,0.16195497,0.038403135,-0.12355183,261.0,95.0,0.12355183
RPL18A,4.3496842,4.473153,0.123468876,83472.0,146346.0,0.123468876
ZNF37A,0.12527135,0.0018884329,-0.12338292,196.0,6.0,0.12338292
APOB,0.12294832,0.0,-0.12294832,198.0,0.0,0.12294832
TSC22D1,0.91242075,1.0349296,0.12250888,2081.0,3892.0,0.12250888
LSM10,0.20883706,0.08637679,-0.12246027,358.0,308.0,0.12246027
PINX1-1,0.12140674,0.0,-0.12140674,201.0,0.0,0.12140674
UBIAD1,0.12252119,0.0011274131,-0.12139378,200.0,5.0,0.12139378
POLDIP2,0.43445435,0.5557466,0.12129226,785.0,1596.0,0.12129226
NPEPPS,0.31240904,0.19138017,-0.12102887,544.0,474.0,0.12102887
PRSS8,0.6767723,0.7977206,0.120948315,1388.0,3060.0,0.120948315
HSPA6,0.120758824,0.0,-0.120758824,368.0,0.0,0.120758824
BRAF,0.177618,0.057003025,-0.120614976,289.0,147.0,0.120614976
CYCS,0.93841344,1.0588951,0.12048167,2478.0,5648.0,0.12048167
LRPAP1,0.58340764,0.70330226,0.119894624,1130.0,2531.0,0.119894624
SKP2,0.1620802,0.042261846,-0.11981835,289.0,125.0,0.11981835
CENPX,0.62282586,0.742538,0.119712114,1333.0,2953.0,0.119712114
GSTA1,0.72836375,0.8477731,0.11940932,1922.0,4349.0,0.11940932
LYPLA2,0.3505226,0.23115245,-0.11937016,636.0,705.0,0.11937016
MDH1,0.87103224,0.98997015,0.11893791,1899.0,3712.0,0.11893791
TIMM9,0.65897244,0.7774953,0.11852288,1329.0,2529.0,0.11852288
PSMB2,0.8133584,0.9318413,0.11848289,1787.0,3489.0,0.11848289
SSB,1.0991344,1.217206,0.118071556,2687.0,4946.0,0.118071556
PRLR,0.12570716,0.0078010745,-0.11790609,206.0,20.0,0.11790609
LRIG1,0.11777525,0.0,-0.11777525,189.0,0.0,0.11777525
REX1BD,0.623462,0.7410659,0.1176039,1200.0,2590.0,0.1176039
CNKSR3,0.12509581,0.007927648,-0.117168166,200.0,6.0,0.117168166
REG4,0.99515414,1.1122587,0.11710453,3502.0,8238.0,0.11710453
CEP63,0.13451813,0.017434033,-0.1170841,219.0,41.0,0.1170841
PDCL,0.11728771,0.00042456968,-0.11686314,188.0,2.0,0.11686314
NAP1L1,1.8350116,1.9515693,0.11655772,6816.0,10268.0,0.11655772
TCF12,0.15617433,0.039635994,-0.11653834,257.0,68.0,0.11653834
DMBT1,0.98164433,1.0981668,0.11652249,4294.0,10375.0,0.11652249
FXYD5,0.6134469,0.72991145,0.116464555,1360.0,3318.0,0.116464555
SEC62,0.93947184,1.055933,0.11646116,2052.0,4482.0,0.11646116
ZFAS1,2.6813235,2.5650923,-0.1162312,16213.0,22411.0,0.1162312
TBC1D9B,0.11617016,0.0,-0.11617016,195.0,0.0,0.11617016
RPL27A,4.3022084,4.4183164,0.11610794,80444.0,139137.0,0.11610794
PAFAH1B3,0.54886276,0.6644591,0.115596354,1066.0,2060.0,0.115596354
PRKCSH,0.6685599,0.78415376,0.11559385,1316.0,2573.0,0.11559385
VPS35,0.7979479,0.9134941,0.11554623,1639.0,3132.0,0.11554623
LAMTOR2,0.6213823,0.7368335,0.11545122,1166.0,2502.0,0.11545122
PSMC3,0.53295016,0.6483957,0.115445554,1045.0,2356.0,0.115445554
RNMT,0.39108506,0.27570158,-0.115383476,664.0,833.0,0.115383476
GSTM3,0.60046667,0.71583474,0.11536807,1240.0,2896.0,0.11536807
DOCK5,0.12426473,0.00897999,-0.11528474,204.0,26.0,0.11528474
CTSS,0.15349506,0.03827492,-0.11522014,273.0,151.0,0.11522014
GTF3C6,0.590846,0.70598906,0.11514306,1185.0,2329.0,0.11514306
LARP4B,0.11771361,0.0027102402,-0.11500337,199.0,9.0,0.11500337
RRBP1,0.8534507,0.7388231,-0.1146276,1894.0,2681.0,0.1146276
SPAG7,0.58735967,0.7019263,0.114566624,1128.0,2208.0,0.114566624
TFF3,1.1485902,1.2631398,0.11454964,6373.0,16335.0,0.11454964
RPL21,4.4792686,4.3648815,-0.114387035,94558.0,125050.0,0.114387035
SEM1,1.2820833,1.167946,-0.11413729,3172.0,4364.0,0.11413729
MRPL18,0.6662437,0.7801705,0.11392683,1362.0,2704.0,0.11392683
ALDH1A1,0.89266956,1.0064578,0.11378825,2053.0,3629.0,0.11378825
OLA1,0.9013405,1.0145606,0.113220096,2055.0,3663.0,0.113220096
SCGN,0.113757886,0.0006050574,-0.11315283,205.0,1.0,0.11315283
STAMBP,0.19829632,0.08544187,-0.11285445,344.0,249.0,0.11285445
ERAP1,0.19416612,0.08136908,-0.112797044,326.0,146.0,0.112797044
EMC8,0.20832661,0.0956024,-0.11272421,352.0,181.0,0.11272421
MT-ND3,3.2468107,3.3594236,0.11261296,35128.0,69980.0,0.11261296
NOLC1,0.46291363,0.3505097,-0.11240393,892.0,1158.0,0.11240393
CCND1,0.53757584,0.64991844,0.112342596,1114.0,2647.0,0.112342596
NOP58,0.70343524,0.8154258,0.11199057,1415.0,3171.0,0.11199057
CENPS,0.11765745,0.005722484,-0.11193497,201.0,24.0,0.11193497
BUD23,0.5439315,0.655775,0.11184353,1052.0,2484.0,0.11184353
FAM136A,0.620692,0.731627,0.11093497,1226.0,2373.0,0.11093497
SNX3,1.3172437,1.4280262,0.110782504,3654.0,5794.0,0.110782504
APTR,0.13704918,0.026346106,-0.11070308,217.0,71.0,0.11070308
LMBRD1,0.19964376,0.08900055,-0.11064321,333.0,245.0,0.11064321
AFP,0.74977213,0.86033237,0.11056024,1881.0,2175.0,0.11056024
NAA38,0.74474615,0.85513335,0.110387206,1572.0,3045.0,0.110387206
SGPL1,0.11371986,0.0034317432,-0.11028811,181.0,14.0,0.11028811
SNHG19,0.4541572,0.56440246,0.11024526,910.0,1978.0,0.11024526
MPRIP,0.1139615,0.003959702,-0.1100018,187.0,6.0,0.1100018
ATP5ME,1.9164058,2.0258925,0.1094867,7364.0,13596.0,0.1094867
WDR20,0.11524329,0.005842248,-0.10940105,186.0,12.0,0.10940105
ATF6,0.16199279,0.052721635,-0.109271154,281.0,155.0,0.109271154
CLDN12,0.10890519,0.0,-0.10890519,183.0,0.0,0.10890519
CDIP1,0.10907863,0.00034057754,-0.10873805,183.0,1.0,0.10873805
MLEC,0.83031845,0.7216694,-0.108649075,1892.0,1690.0,0.108649075
TPR,0.67502433,0.78366786,0.10864353,1306.0,2400.0,0.10864353
